"","spp","countryCode","stateProvince","locality","lon","lat"
"18640","Alchornea glandulosa ","PE","Madre de Dios","Manu Park, Cocha Cashu uplands.",-71.16666,-11.75
"18641","Alchornea glandulosa ","PE","Cusco","Hills around Río Araza between Pande Azucar and Quince Mil Airport. Forests 292 km from Cusco.",-70.75,-13.21666
"18642","Alchornea glandulosa ","PE","Madre de Dios","Manu Park, Cocha Cashu uplands.",-71.16666,-11.75
"18643","Alchornea glandulosa ","PE","Madre de Dios","Manu Park, Cocha Cashu uplands.",-71.16666,-11.75
"18644","Alchornea glandulosa ","VE","Amazonas","ATURES: Valley of Río Coro-Coro, W of Serrania de Yutaje. E base of forested mountain 5 km W of river.",-66.15833,5.68333
"18645","Alchornea triplinervia ","PE","San Martín","Logging road to N of carretera marginal (Km 431), 56 km W of Rioja, 2 km E of Naranjos. Premontane rainforest and low forest on white sand, partially inundated.",-77.66666,-5.85
"18646","Alchornea glandulosa ","PY","Paraguarí","Parque Nacional Ybycu'í. Tall forest near road to César Barrientos.",-56.83333,-26.05
"18647","Alchornea triplinervia ","EC","Napo","20 km W of Coca, south side of Río Napo, via de los Zorros. Moist tropical forest on red lateritic soil.",-77.05,-0.58333
"18648","Genipa americana ","PY","Concepción","Estancia Centurión, Potrero Central.",-57.571667,-22.275833
"18649","Guazuma ulmifolia ","PY","Concepción","Estancia Centurión, Potrero Central.",-57.571667,-22.275833
"18650","Bixa orellana ","EC","Napo","Estacín Biológica Jatun Sacha, bosque maduro húmedo tropical",-77.6,-1.06666
"18651","Senegalia polyphylla ","EC","Napo","Zona de amortiguamiento del Parque Nacional Sumaco. Líneas sísmicas de la compañía Amoco. Río Pujuno. Sector Juan Pío Montúfar. Bosque muy húmedo Tropical.",-77.28333,-0.36666
"18652","Alchornea glandulosa glandulosa","EC","Napo","Zona de amortiguamiento del Parque Nacional Sumaco. Líneas sísmicas de la compañía Amoco. Río Pujuno. Sector Juan Pío Montúfar. Bosque muy húmedo Tropical.",-77.28333,-0.36666
"18653","Bixa orellana ","VE","Amazonas","0-1.5 km NW and N of San Carlos de Rio Negro.",-67.05,1.85
"18654","Apuleia leiocarpa ","BO","Pando","74 km al SW de Cobija, Puerto Oro",-69.083333,-11.416667
"18655","Senna multijuga multijuga","PE","Loreto","At mouth of Río Gueppi, tributary of Río Putumayo, northern most tip of Peru on border with Ecuador.  Disturbed riverside vegetation.",-75.25,-0.11666
"18656","Pouteria caimito ","PE","Loreto","Río Gueppi, tributary of Río Putumayo, northern most tip of Peru on border with Ecuador.  Mature forest, trail from Puerto Peru, military post 8 km from mouth of river, toward Río Napo.",-75.25,-0.11666
"18657","Bixa orellana ","PE","Loreto","Río Gueppi, tributary of Río Putumayo, northern most tip of Peru on border with Ecuador.  Riverside between mouth and Puerto Peru, border post 8 km upriver.",-75.26666,-0.13333
"18658","Pouteria caimito ","PE","Loreto","Río Momón, non-inundated lowland forest behind tourist camp, vicinity of Iquitos",-73.247222,-3.748055
"18659","Bixa orellana ","EC","Pichincha","Estación Biológica Gustavo Orcés, 12 Km vía Sto. Domingo - Quevedo. Bosque húmedo Tropical. Bosque secundario con áreas disturbadas. Suelo pardo con limo y arena. Proyecto Composición Florística de la Estación.",-79.23333,-0.33333
"18660","Panicum maximum ","EC","Pichincha","Estación Biológica Gustavo Orcés, vía Santo Domingo-Quevedo, km 11.5. Bosque húmedo tropical, área disturbada, suelo arcilloso. Proyecto Composición Florística de la Estación Biológica Gustavo Orcés.",-79.21666,-0.31666
"18661","Inga marginata ","EC","Sucumbíos","La Isla. Bosque secundario húmedo tropical.",-76.66666,-0.38333
"18662","Inga marginata ","EC","Sucumbíos","Parroquia Limoncocha. Comunidad Río Jivino, Santa Elena, Itaya. Laguna y alrededores de Limoncocha. Bosque secundario húmedo tropical, suelo aluvial y pantanoso.",-76.66666,-0.38333
"18663","Guazuma ulmifolia ","EC","Sucumbíos","Parroquia Limoncocha. Comunidad Río Jivino, Santa Elena, Itaya. Laguna y alrededores de Limoncocha. Bosque secundario húmedo tropical, suelo aluvial y pantanoso.",-76.66666,-0.38333
"18664","Inga marginata ","EC","Sucumbíos","Parroquia Limoncocha. Comunidad Río Jivino, Santa Elena, Itaya. Laguna y alrededores de Limoncocha. Bosque secundario húmedro tropical, suelo aluvial y pantanoso.",-76.66666,-0.38333
"18665","Bixa orellana ","EC","Pichincha","Camino al Recinto San José de las Damas, Km 2, hasta el derrumbo. Bosque húmedo pre-Montano. Plantaciones de plátano, café, cana.",-78.98333,-0.31666
"18666","Maclura tinctoria tinctoria","EC","Napo","Tiputini Biodiversity Station. Terra firme forest in the vicinity of the canopy walkway.",-76.16666,-0.63333
"18667","Senegalia polyphylla ","EC","Napo","Yasuni National Park. Kms 46-47 of the Maxus/YPF pipeline road, in the UC Davis primate plot. Hilly terra firme forest.",-76.46666,-0.7
"18668","Alchornea glandulosa ","EC","Pichincha","Reserva Orquideológica El Pahuma. Parroquia Nono, carretero Calacalí-Nanegalito, km 30, sendero hacia la cascada, pendiente 50%. Bosque primario intervenido muy húmedo montano bajo, pendiente 40%; suelo café-oscuro, arenoso. Transecto 3.",-78.63333,0.01666
"18669","Inga marginata ","EC","Manabí","Bosque Protector Sancán y Cerro Montecristi. Colecciones entre Chorrillo y cima del Cerro Montecristi.",-80.68333,-1.03333
"18670","Maclura tinctoria ","EC","Manabí","Bosque Protector Sancan y Cerro Montecristi",-80.68333,-1.03333
"18671","Alchornea triplinervia ","VE","Yaracuy","Sierra de Aroa.  9 km W of San Felipe air distance.  On road 0-6 km NE of road between Cocorote and Aroa.  15 km NW of Cocorote and 1 km SW of Los Cruceros.  Cloud forest.",-68.81666,10.35
"18672","Inga marginata ","CO","Antioquia","San Fernando, Apiario La Excelsa.",-75.88333,5.66666
"18673","Inga vera vera","CO","Antioquia","Vereda La Carmina, Apiario La Angelita. A orilla del rioo.",-76.01666,5.85
"18674","Inga marginata ","VE","Miranda","Along Quebrada Chaguarama.  Intermittent running water in dry season.  Deciduous forest.  0-4 km SW of Palo Quemado, 6 km SE of Cúpira.",-65.68333,10.13333
"18675","Genipa americana americana","VE","Táchira","La Buenana, 6-12 km W of Quebrada Colorado, ca. 35 km SSE of San Cristóbal; primary forest.",-72.15,7.46666
"18676","Inga vera ","VE","Mérida","0.5-2 km above dam site on Río Guaimaral.",-71.48333,7.75
"18677","Senegalia polyphylla ","VE","Mérida","0.5-2 km above dam site on Río Guaimaral.",-71.483333,7.75
"18678","Inga vera ","VE","Mérida","0.5-2 km above dam site on Río Guaimaral.",-71.48333,7.75
"18679","Alchornea glandulosa ","EC","Napo","Reserva Ecologica Antisana.  Comunidad Shamato.  Entrada  por  km  21-  Shamato.    Plot  #1. Tropical Montane/Premontane Wet Forest.",-77.81666,-0.71666
"18680","Acnistus arborescens ","VE","Táchira","10 km E of La Fundación, ca. 15 km by road, above Represa Dorada; canyon with rocky stream, dripping, moss covered bluffs.  Primary evergreen forest, soils tending to be sandy derived from metamorphic rock (schist or gneiss).",-71.78333,7.8
"18681","Genipa americana ","EC","Esmeraldas","Paraiso de Papagayos.  Fundacion Rescate de Animales Silvestres.  Km 2 vía Esmeraldas-Quinindé.  Tropical Wet Forest.",-79.47638,0.34722
"18682","Maclura tinctoria tinctoria","EC","Esmeraldas","Reserva Ecologica Mache-Chindul. Bilsa Biological Station, 35 km W of  Quinindé.  Permanent Plot #3.   Premontane Wet Forest.",-79.73333,0.35
"18683","Maclura tinctoria tinctoria","EC","Esmeraldas","Reserva Ecológica Mache-Chindul.  Comunidad Caña    Braval.        Cabaceras    del    Río    Viche,    estero    Sabaleta. Tropical Wet Forest.",-79.75,0.41666
"18684","Maclura tinctoria tinctoria","EC","Manabí","Reserva Ecologica Mache-Chindul.  Comunidad Ambache   (vía   marginal   de   la   costa-Chindul). Premontane Wet Forest.",-79.8,0.25
"18685","Maclura tinctoria ","PE","Cajamarca","Pucar , trail from road (near Arrascue's house) to """"""""boca-toma"""""""". Disturbed primary shruby vegetation with few trees up to 12 m tall near Chaupe stream that cross the area",-79.166111,-6.001389
"18686","Maclura tinctoria tinctoria","EC","Manabí","Bosque protector Sancan y Cerro Montecristi, sector Aguas Nuevas, río arriba, margen derecho de la union de los ríos Piñón y Sancan",-80.58333,-1.16666
"18687","Guazuma ulmifolia ","EC","Manabí","Bosque Protector Sancan y Cerro Montecristi",-80.68333,-1.03333
"18688","Acnistus arborescens ","EC","Manabí","Bosque Protector Sancan y Cerro Montecristi",-80.68333,-1.03333
"18689","Pterogyne nitens ","BO","Santa Cruz","Iyobi. A 3-4 km. al Norte, recorriendo el camino hacia los chacos, los suelos son de arenoso a arcilloso; bosque matorral espinoso alterado.",-62.536667,-19.395555
"18690","Guazuma ulmifolia ","BO","Santa Cruz","Iyobi. A 1 km. hacia el Oeste dentro de la comunidad.",-62.534167,-19.384444
"18691","Enterolobium contortisiliquum ","BO","Santa Cruz","En los alrededor de la comunidad de Iyobi hasta 3 km. al Oeste.",-62.534167,-19.384444
"18692","Hymenaea courbaril ","BO","Pando","Localidad Sacrificio. Camino a Cobija.",-66.3,-10.91666
"18693","Apuleia leiocarpa ","BO","Pando","Localidad Sacrificio. Camino a Cobija.",-66.3,-10.91666
"18694","Hymenaea courbaril ","BO","Pando","Localidad Sacrificio. Camino a Cobija.",-66.3,-10.91666
"18695","Cariniana estrellensis ","BO","Santa Cruz","Guarayos, cerca al campamento de BOLFOR, Aserradera La Chonta. Bosque húmedo de llanura. Yesquero negro Arbol de 20 m, corteza fisurada negruzca a grisácea, corteza interna crema, frutos verdes con lenticelas cremas.",-63.08333,-15.83333
"18696","Handroanthus serratifolius ","BO","La Paz","Comunidad de Buena Vista. Parcelas Permanente de estudio Etnotbotanico. 3 km al NE de la comunidad, Transectos de 2 m, Bosque húmedo de llanura.",-67.55,-14.366667
"18697","Hymenaea courbaril ","BO","Santa Cruz","Lomerio. Lajas Limones aprox. a 7 Km de la comunidad Las Trancas. Vegetación de afloramientos rocosos.",-61.83333,-16.16666
"18698","Genipa americana ","BO","Santa Cruz","lrededor de Yotaú, hasta 2 km. de distancia al Sur y Este, bosque secundario-sabana (pampa), zona Sur.",-63.02555,-16.17361
"18699","Guazuma ulmifolia ","BO","Santa Cruz","A 12.6 km al Este de Yotaú.",-63.02555,-16.17361
"18700","Genipa americana ","BO","Santa Cruz","Vegetación de pantano inundado con predominancia de acuáticas graminoides y palmeras marfil.",-61.033333,-14.466667
"18701","Maclura tinctoria ","BO","Santa Cruz","Yendo a Sindicato San Salvador a 15 km. al Este de El Puente.",-62.87833,-16.33444
"18702","Maclura tinctoria ","BO","Santa Cruz","Iyobi. En los alrededor de la comunidad hasta 3 km. al Oeste.",-62.53416,-19.38444
"18703","Enterolobium contortisiliquum ","BO","Santa Cruz","Yendo a Sindicato San Salvador a 15 km. al Este de El Puente.",-62.87833,-16.33444
"18704","Maclura tinctoria ","BO","Santa Cruz","Ascención de Guarayos, 2,8 km al sudoeste, zona San Agustin. Camino antiguo a la comunidad San Pablo, con Byrsonima cf. crispa, Laetia americana y Simaba sp.",-63.21666,-15.9
"18705","Cariniana estrellensis ","BO","Santa Cruz","A 9.2 km. al Norte de El Puente.",-62.87833,-16.33444
"18706","Guazuma ulmifolia ","BO","Santa Cruz","Camino a San Salvador 3.1 a 6.7 km. al Sur Este de El Puente bosque secundario alto.",-62.87833,-16.33444
"18707","Maclura tinctoria ","BO","Santa Cruz","Camino a San Salvador a 3.1 km. al Sur y 7.8. km. al Este de El Puente. Bosque secundario a Alto.",-62.87833,-16.33444
"18708","Guazuma ulmifolia ","BO","Santa Cruz","El Puente. A 9.2 a 10 km. al Norte de el Puente, por lomadas de grava granítica.",-62.87833,-16.33444
"18709","Senegalia polyphylla ","BO","Santa Cruz","Más o menos a 8 km. al Norte de el Puente, por lomadas de grava granítica.",-62.87833,-16.33444
"18710","Bixa orellana ","BO","Santa Cruz","San Javier, Comunidad Sn Ramoncito.",-62.56666,-16.28333
"18711","Zeyheria tuberculosa ","BO","Santa Cruz","Camino de El Puente hasta 9.2 km. al Norte, por lomadas de grava granítico y suelos rojizos, a 300 m. bosques secundarios con chacos y barbecho, pampas asentadas con señas de fuego recientes desde 4.2 a 6 km.",-62.83333,-16.33333
"18712","Copaifera langsdorffii ","BO","Santa Cruz","Lourdes, 50 km al S de Roboré. Complejo de cerrado y bosques semideciduos relictos sobre arenas (Abayoy), profundamente alterados por fuego y ganaderia. Con Caesalpinia marginata e Hymenaea stigonocarpa en matorral; Anadenanthera colubrina y Tabebuia aurea en bosques relictos.",-60.366667,-18.216667
"18713","Hymenaea courbaril ","BO","Santa Cruz","Parque Nacional Kaa-Iya del Gran Chaco, Paleodunas 25 Km. al NE de Palmar de las Islas. Bosque chaqueño seco de transición a chiquitano (Gochnatio-Anadenantheretum) y etapas seriales producidas por fuego, suelos arenosos.",-60.425,-19.26083
"18714","Inga marginata ","BO","Cochabamba","Tunas Pampas cerca del Río San Mateo. Bosque sub-húmedo de Zeyheria tuberculosa, Ceiba samahuma, Bocconia sp.",-64.70138,-17.71
"18715","Maclura tinctoria ","BO","Santa Cruz","Zona Alto y Bajo Izozog. A 1 km de la comunidad de Ibasiriri. Bosque chaqueño seco, con abundante choroquetales, Ruprechtia triflora.",-62.56166,-19.54916
"18716","Panicum maximum ","PY","Boquerón","Mariscal Estigarribia. Dry forest and swamps.",-60.614444,-22.030278
"18717","Inga marginata ","PE","Cajamarca","San José de Lourdes. Localidad Camaná. Bosque primario.",-78.06666,-5
"18718","Inga marginata ","PE","Cajamarca","San José de Lourdes, Dorado Alto a Estrella del Oriente. Relictos de Bosque primario.",-78.98333,-4.96944
"18719","Genipa americana ","PE","Cajamarca","Huarango. Entre el Caserío La Lima & El Palmo. Bosque secundario (Purmas)",-78.75,-5.25
"18720","Guazuma ulmifolia ","PE","Cajamarca","Namballe. Caserio Las Abejas. Bosque secundario.",-79.16666,-4.96666
"18721","Genipa americana ","PE","Cajamarca","San José de Lourdes. Alrrededores de la localidad 7 de Agosto. Bosque secundario (Purmas).",-78.975,-5.00305
"18722","Inga marginata ","PE","Cajamarca","San José de Lourdes. Entre Camaná y Santo Tomás. Bosque primario.",-78.86666,-5.01666
"18723","Maclura tinctoria tinctoria","PE","Cajamarca","Namballe. Camino al Caserio """"""""""""""""Tamana"""""""""""""""" Bosque secundario",-79.08361,-4.97944
"18724","Hymenaea courbaril ","VE","Bolívar","Represa Guri, 1 to 5 km south of dam.  Islands and west side of river. Forest.",-63,7.75
"18725","Pouteria caimito ","VE","Amazonas","Vicinity of Río Coro-Coro, near Airport of Yutaje.",-66.16666,5.58333
"18726","Alchornea triplinervia ","VE","Aragua","6 km SW of Colonia Tovar by air on road to La Victoria 1 to 2 km S of road to Capachal.",-67.31666,10.36666
"18727","Inga vera ","VE","Zulia","Ca. 55 km SW of Machiques by air.  Aricuaisa (Ariguaisa) -pie de Monte on Río Aricuaisa (Ariguaisa).",-72.9,9.6
"18728","Enterolobium contortisiliquum ","PY","Canindeyú","Mbaracayú Natural Reserve, administered by Fundación Moisés Bertoni. Ñandurokai. Cerrado scrub.",-55.47888,-23.99416
"18729","Croton floribundus ","PY","Canindeyú","Mbaracayú Natural Reserve, administered by Fundación Moisés Bertoni. Ñandurokai. Cerrado scrub.",-55.478889,-23.994167
"18730","Croton floribundus ","PY","Canindeyú","Mbaracayú Natural Reserve, administered by Fundación Moisés Bertoni. Around Jejui Mi. Tall forest.",-55.528056,-24.133611
"18731","Inga marginata ","PY","Canindeyú","Mbaracayú Natural Reserve, administered by Fundación Moisés Bertoni. Around Jejui Mi. Tall forest.",-55.52805,-24.13361
"18732","Maclura tinctoria tinctoria","PY","Canindeyú","Mbaracayú Natural Reserve, administered by Fundación Moisés Bertoni. Around Jejui Mi. Tall forest.",-55.52805,-24.13361
"18733","Guazuma ulmifolia ","PY","Canindeyú","Mbaracayú Natural Reserve, administered by Fundación Moisés Bertoni. Around Jejui Mi. Tall forest.",-55.52805,-24.13361
"18734","Guazuma ulmifolia ","PY","Canindeyú","Mbaracayú Natural Reserve, administered by Fundación Moisés Bertoni. Around Lagunita. Cerrado scrub.",-55.43805,-24.13027
"18735","Alchornea glandulosa ","PY","Caazapá","Estancia Golondrina. Reserva Privada Ypeti. Tall forest and swamps with tree ferns up to 8 m tall.",-55.54305,-25.69305
"18736","Inga vera ","VE","Portuguesa","30 km west of Guanare by air. Along Río Tucupido.",-70.01666,9.03333
"18737","Inga vera ","VE","Portuguesa","30 km west of Guanare by air. Along Río Tucupido.",-70.01666,9.03333
"18738","Guazuma ulmifolia ","EC","Manabí","Cordillera de Jama (coastal range). 12 km east of Jama, on road to microwave towers. Stream valley, Estero Berruga. Remnant moist forest near stream.",-80.216667,-0.25
"18739","Inga marginata ","EC","Sucumbíos","Parroquia La Sofía.  Bosque muy húmedo montano bajo.",-77.63333,0.35
"18740","Alchornea glandulosa ","EC","Sucumbíos","Parroquia La Sofía.  Bosque muy húmedo montano bajo.",-77.63333,0.35
